week_day,hour,rout_count,temperature,visibility,distance
5,9,18,276,8000,5.024400755364165
5,9,34,276,8000,55.55832314812973
5,9,12,276,8000,101.3228295272091
5,9,11,276,8000,407.10905817961634
5,9,28,276,8000,244.71887393537585
5,9,26,276,8000,356.15167779724294
5,9,22,276,8000,201.94005427740566
5,9,24,276,8000,686.561468431239
5,9,20,276,8000,92.01532437372734
5,9,18,276,8000,195.1410002423751
5,9,18,276,8000,356.9659865696482
5,9,48,276,8000,41.03643456884125
5,9,48,276,8000,67.22853699546873
5,9,48,276,8000,62.79681129515321
5,9,41,276,8000,57.91854623413812
5,9,41,276,8000,350.25367902779186
5,9,41,276,8000,246.0960250232116
5,9,31,276,8000,105.2272880887867
5,9,47,276,8000,11.75627152274102
5,9,95,276,8000,695.9883589953914
5,9,128,276,8000,1309.5814111804125
5,9,63,276,8000,1806.165803751255
5,9,12,276,8000,1025.625257703963
5,9,46,276,8000,33.1904446437814
5,9,47,276,8000,1459.4996621432265
5,9,59,276,8000,1961.2161199778755
5,10,18,276,9000,56.33504097164128
5,10,34,276,9000,325.0872944796983
5,10,12,276,9000,319.1599339901359
5,10,11,276,9000,443.9978142353954
5,10,28,276,9000,11.342285217614608
5,10,26,276,9000,495.9216607929271
5,10,22,276,9000,840.0342001043318
5,10,24,276,9000,1188.3471210469024
5,10,20,276,9000,9.395237600730296
5,10,18,276,9000,7.111281199489278
5,10,18,276,9000,26.485416873788274
5,10,48,276,9000,7.060403914381811
5,10,48,276,9000,266.06992131785574
5,10,48,276,9000,331.24725349234353
5,10,41,276,9000,182.62588061553865
5,10,41,276,9000,69.14105879781864
5,10,41,276,9000,380.80158643218573
5,10,31,276,9000,512.4686790838302
5,10,47,276,9000,411.3368769013618
5,10,95,276,9000,467.4064942898004
5,10,128,276,9000,646.0909292497157
5,10,63,276,9000,548.6254934770902
5,10,12,276,9000,493.74327963019454
5,10,46,276,9000,669.8236966566105
5,10,47,276,9000,535.2365466264265
5,10,59,276,9000,89.69175251636084
5,11,18,277,10000,1125.7451625436177
5,11,34,277,10000,481.72025275016244
5,11,12,277,10000,256.3464355486016
5,11,11,277,10000,480.7618162045543
5,11,28,277,10000,56.401555090813865
5,11,26,277,10000,22.433273181704735
5,11,22,277,10000,206.59336529880943
5,11,24,277,10000,24.334566986016945
5,11,20,277,10000,348.2304504467872
5,11,18,277,10000,135.58781430730036
5,11,18,277,10000,56.69942618433238
5,11,48,277,10000,18.87374847917777
5,11,48,277,10000,48.4019216551789
5,11,48,277,10000,116.91227018523328
5,11,41,277,10000,26.882954231284938
5,11,41,277,10000,112.75172424760734
5,11,41,277,10000,390.8367575774244
5,11,31,277,10000,260.51126252936314
5,11,47,277,10000,143.8072673805858
5,11,95,277,10000,313.0494581663828
5,11,128,277,10000,525.6790509652354
5,11,63,277,10000,1502.073863141106
5,11,12,277,10000,2216.2685762768406
5,11,46,277,10000,1929.4606124020895
5,11,47,277,10000,1799.9607175096494
5,11,59,277,10000,1725.0532625545384
5,12,18,278,10000,1453.6842194195503
5,12,34,278,10000,268.5772432828923
5,12,12,278,10000,810.6238308841376
5,12,11,278,10000,923.7832778768025
5,12,28,278,10000,352.6227077833637
5,12,26,278,10000,308.2825702907242
5,12,22,278,10000,473.82611426609463
5,12,24,278,10000,851.3253760383805
5,12,20,278,10000,1023.2894784448714
5,12,18,278,10000,397.00816768686724
5,12,18,278,10000,292.78892420244114
5,12,48,278,10000,45.59612992101839
5,12,48,278,10000,290.92289697483676
5,12,48,278,10000,451.02900831497334
5,12,41,278,10000,317.61311581701085
5,12,41,278,10000,830.1903405820331
5,12,41,278,10000,646.2430387202285
5,12,31,278,10000,852.3172995820892
5,12,47,278,10000,495.374640938635
5,12,95,278,10000,263.6562949186442
5,12,128,278,10000,1173.2864449678402
5,12,63,278,10000,2002.046023493374
5,12,12,278,10000,2286.139364858124
5,12,46,278,10000,1803.3280172063023
5,12,47,278,10000,328.8917313319214
5,12,59,278,10000,836.2385090452835
5,13,18,278,10000,3.832847323312973
5,13,34,278,10000,58.86455475804299
5,13,12,278,10000,118.23489139913555
5,13,11,278,10000,46.346514053898105
5,13,28,278,10000,38.00970325097619
5,13,26,278,10000,365.54500864780863
5,13,22,278,10000,91.78642920163578
5,13,24,278,10000,134.82353250550543
5,13,20,278,10000,5.028883226373771
5,13,18,278,10000,24.398925668055888
5,13,18,278,10000,452.4186523089708
5,13,48,278,10000,97.85941382067593
5,13,48,278,10000,187.16344115239698
5,13,48,278,10000,2.50995714089422
5,13,41,278,10000,23.55007795704506
5,13,41,278,10000,4.7817619450712705
5,13,41,278,10000,386.4849211498022
5,13,31,278,10000,357.2320275910673
5,13,47,278,10000,144.32020157684286
5,13,95,278,10000,525.3060171970913
5,13,128,278,10000,147.3091474018786
5,13,63,278,10000,1339.223060658515
5,13,12,278,10000,2319.335556890527
5,13,46,278,10000,3191.0074485942364
5,13,47,278,10000,3065.3533271915576
5,13,59,278,10000,2547.023611178171
5,14,18,279,10000,735.8749719784449
5,14,34,279,10000,16.12363616009357
5,14,11,279,10000,481.0594970658667
5,14,28,279,10000,225.65335510262696
5,14,22,279,10000,315.87256338478767
5,14,24,279,10000,712.2177031698197
5,14,20,279,10000,49.426656797140154
5,14,18,279,10000,402.3169083884333
5,14,18,279,10000,466.2961878794258
5,14,48,279,10000,351.3713514600866
5,14,48,279,10000,51.30223041868282
5,14,41,279,10000,370.6046901236826
5,14,41,279,10000,922.6730994614254
5,14,41,279,10000,625.7176561105649
5,14,31,279,10000,753.7769699862704
5,14,47,279,10000,307.2711410065503
5,14,95,279,10000,517.6153483601196
5,14,128,279,10000,322.45799390647653
5,14,63,279,10000,1266.4419937687903
5,14,12,279,10000,501.03679073857865
5,14,46,279,10000,639.2574860792844
5,14,47,279,10000,537.1544447385593
5,14,59,279,10000,529.4723793379662
5,15,18,279,10000,709.0533547863346
5,15,34,279,10000,513.4434705333805
5,15,12,279,10000,752.0116971607372
5,15,28,279,10000,352.49029968673995
5,15,26,279,10000,356.58260299205585
5,15,22,279,10000,194.2719761325023
5,15,24,279,10000,808.8821887290928
5,15,20,279,10000,1050.4156199742622
5,15,18,279,10000,1914.4405622328434
5,15,18,279,10000,1222.3805760847474
5,15,48,279,10000,60.89327920139428
5,15,48,279,10000,449.6164277292545
5,15,48,279,10000,771.8557107997007
5,15,41,279,10000,467.6929041782131
5,15,41,279,10000,1292.5032399330028
5,15,41,279,10000,1752.9018286327173
5,15,31,279,10000,1484.4331761780315
5,15,47,279,10000,104.49931501002011
5,15,95,279,10000,543.3622423474536
5,15,128,279,10000,1187.6099924120015
5,15,63,279,10000,1926.2385880269453
5,15,12,279,10000,863.2479857851234
5,15,46,279,10000,488.95854517553056
5,15,47,279,10000,1929.9338983302196
5,15,59,279,10000,1744.445361418762
5,19,18,277,10000,1511.872808893432
5,19,34,277,10000,88.33202750296573
5,19,12,277,10000,3.343016809988941
5,19,11,277,10000,6.050589332385035
5,19,28,277,10000,19.691008895497003
5,19,26,277,10000,141.78862464840478
5,19,22,277,10000,12.098944119712263
5,19,24,277,10000,138.54674070754604
5,19,20,277,10000,47.303125798407095
5,19,18,277,10000,6.990487676623811
5,19,18,277,10000,2.93532818006755
5,19,48,277,10000,65.20790425612405
5,19,48,277,10000,250.21083449425436
5,19,48,277,10000,129.9668736688932
5,19,41,277,10000,143.94927503201083
5,19,41,277,10000,7.513695525541452
5,19,41,277,10000,58.270555853591105
5,19,31,277,10000,337.64278930178244
5,19,47,277,10000,34.500328469475335
5,19,95,277,10000,314.1706511501881
5,19,128,277,10000,389.7168449527108
5,19,63,277,10000,760.736049975272
5,19,12,277,10000,1125.4416263370065
5,19,46,277,10000,773.1761128226279
5,19,47,277,10000,470.0418312121703
5,19,59,277,10000,491.8426550507086
1,8,18,277,10000,38.02155720518643
1,8,34,277,10000,358.28166395752794
1,8,12,277,10000,216.73183775026766
1,8,11,277,10000,286.50063648915045
1,8,26,277,10000,43.31255854349326
1,8,22,277,10000,279.61136837552687
1,8,24,277,10000,748.3659761547846
1,8,18,277,10000,31.445230596705155
1,8,18,277,10000,6.025213614634351
1,8,48,277,10000,265.9133967948692
1,8,41,277,10000,223.349185320716
1,8,41,277,10000,361.56469366426944
1,8,31,277,10000,12.123501463055684
1,8,47,277,10000,380.30348087015614
1,8,95,277,10000,500.74260757685164
1,8,128,277,10000,1123.8886184616883
1,8,12,277,10000,1676.7886576470837
1,8,46,277,10000,385.69495198075515
1,8,47,277,10000,828.0920191776323
1,8,59,277,10000,2140.0040145873704
1,9,18,277,9000,123.07573279781957
1,9,34,277,9000,11.774656268223145
1,9,12,277,9000,304.6865232099094
1,9,11,277,9000,418.31147852856486
1,9,28,277,9000,359.20488432296406
1,9,26,277,9000,708.2343502556355
1,9,22,277,9000,419.9853247453903
1,9,24,277,9000,24.710182744609035
1,9,18,277,9000,1784.1393073264203
1,9,18,277,9000,1583.434083554586
1,9,48,277,9000,1082.9862916613142
1,9,48,277,9000,667.7953535248556
1,9,48,277,9000,152.0551434983901
1,9,41,277,9000,1226.6439137022985
1,9,41,277,9000,829.3539920495978
1,9,31,277,9000,793.688474348319
1,9,47,277,9000,849.0929626677798
1,9,95,277,9000,731.9614784795847
1,9,128,277,9000,1684.8189926707425
1,9,63,277,9000,2193.8267961185247
1,9,12,277,9000,1148.4777666000668
1,9,46,277,9000,22.531488498032036
1,9,47,277,9000,1607.1318735851405
1,9,59,277,9000,2248.363444435991
1,10,18,277,10000,5.05301985906454
1,10,34,277,10000,53.83978198083561
1,10,12,277,10000,241.3539092630317
1,10,11,277,10000,183.36432703608014
1,10,28,277,10000,216.32177896292328
1,10,26,277,10000,36.933979519160324
1,10,22,277,10000,2.9961074674808383
1,10,24,277,10000,56.01448070739975
1,10,20,277,10000,181.84191568522635
1,10,18,277,10000,434.56419812191723
1,10,18,277,10000,501.34287306690686
1,10,48,277,10000,42.21985216208046
1,10,48,277,10000,205.96273610238651
1,10,48,277,10000,179.44501667132116
1,10,41,277,10000,232.458648930375
1,10,41,277,10000,185.82036813077173
1,10,41,277,10000,161.06687512805792
1,10,31,277,10000,399.79042853791844
1,10,47,277,10000,400.7839748916985
1,10,95,277,10000,278.5232410542961
1,10,128,277,10000,604.9083128388098
1,10,63,277,10000,814.9220214132193
1,10,12,277,10000,1178.0664243485214
1,10,46,277,10000,1122.1974195657065
1,10,47,277,10000,1054.3743547405604
1,10,59,277,10000,211.11349885006618
1,11,18,277,10000,51.404812078800695
1,11,34,277,10000,171.64406889373797
1,11,12,277,10000,325.62297927999236
1,11,11,277,10000,21.071787068684408
1,11,28,277,10000,386.0717551314576
1,11,26,277,10000,3.4855608097201825
1,11,22,277,10000,97.3016410564638
1,11,24,277,10000,8.78241305254449
1,11,20,277,10000,7.110013704389737
1,11,18,277,10000,258.1322524799545
1,11,18,277,10000,64.55160472928749
1,11,48,277,10000,23.244418679404223
1,11,48,277,10000,23.49624650977521
1,11,48,277,10000,100.52047743136625
1,11,41,277,10000,147.7839521408738
1,11,41,277,10000,228.62934925373418
1,11,41,277,10000,102.86983174983266
1,11,31,277,10000,435.6414493201859
1,11,47,277,10000,172.62808624318896
1,11,95,277,10000,425.0363025777546
1,11,128,277,10000,452.32559093279485
1,11,63,277,10000,850.369862891399
1,11,12,277,10000,1202.0448099626897
1,11,46,277,10000,1057.005469087538
1,11,47,277,10000,883.6713242708878
1,11,59,277,10000,833.212876320427
1,12,18,280,10000,328.38770030983096
1,12,34,280,10000,164.19783652795803
1,12,12,280,10000,733.4012486039393
1,12,11,280,10000,111.88019135129798
1,12,28,280,10000,207.7684535403231
1,12,26,280,10000,143.38178342605448
1,12,22,280,10000,653.7441905677143
1,12,24,280,10000,200.75271405596683
1,12,20,280,10000,736.3363540855045
1,12,18,280,10000,490.70489780462424
1,12,18,280,10000,651.4183859829543
1,12,48,280,10000,11.67935691536275
1,12,48,280,10000,199.25433221670187
1,12,48,280,10000,205.6212207558396
1,12,41,280,10000,20.4208010616784
1,12,41,280,10000,256.63952357358716
1,12,41,280,10000,46.524592306286
1,12,31,280,10000,595.185741864948
1,12,47,280,10000,463.6229501687125
1,12,95,280,10000,844.2720100179625
1,12,128,280,10000,122.82470414150393
1,12,63,280,10000,724.4100480406034
1,12,12,280,10000,1076.5436261041968
1,12,46,280,10000,495.1716574276483
1,12,47,280,10000,444.478660414076
1,12,59,280,10000,197.2102989265768
1,13,18,281,10000,420.1146095762669
1,13,34,281,10000,252.70428217284086
1,13,12,281,10000,478.00441048819124
1,13,11,281,10000,463.95496900470386
1,13,28,281,10000,192.03524181901545
1,13,26,281,10000,678.0151241449345
1,13,22,281,10000,446.5055245638851
1,13,24,281,10000,889.3149819979728
1,13,20,281,10000,277.6892680817775
1,13,18,281,10000,228.25255212408976
1,13,18,281,10000,100.1817073759107
1,13,48,281,10000,128.96927908231675
1,13,48,281,10000,285.51163875453443
1,13,48,281,10000,10.354477663096333
1,13,41,281,10000,366.9267074894189
1,13,41,281,10000,628.2178560425708
1,13,41,281,10000,199.0538527369509
1,13,31,281,10000,40.01914130780424
1,13,47,281,10000,160.1777088739445
1,13,95,281,10000,528.0305882888009
1,13,128,281,10000,664.7946922222907
1,13,63,281,10000,758.5795528185687
1,13,12,281,10000,822.4839850101588
1,13,46,281,10000,527.6929585173413
1,13,47,281,10000,561.5165991603907
1,13,59,281,10000,549.8134241512446
1,14,18,281,10000,938.8114039921273
1,14,34,281,10000,117.99999272782713
1,14,11,281,10000,1.9868485927099577
1,14,28,281,10000,10.171819895318801
1,14,26,281,10000,106.38613164640442
1,14,22,281,10000,14.699037927903687
1,14,24,281,10000,238.07208053084472
1,14,20,281,10000,1284.214625484866
1,14,18,281,10000,835.1147952540097
1,14,18,281,10000,731.5128734828038
1,14,48,281,10000,4.6798383779509996
1,14,48,281,10000,165.2102777400318
1,14,48,281,10000,352.2823522160257
1,14,41,281,10000,201.8944812670844
1,14,41,281,10000,965.5744090028492
1,14,41,281,10000,792.2399310819941
1,14,31,281,10000,733.1781092776506
1,14,47,281,10000,393.9446088233732
1,14,95,281,10000,389.65312677220595
1,14,128,281,10000,1032.215670331927
1,14,63,281,10000,465.4563419000612
1,14,12,281,10000,1262.8150188701422
1,14,46,281,10000,1899.5508307016146
1,14,47,281,10000,2289.507345670347
1,14,59,281,10000,2234.6728149407727
1,15,18,282,10000,688.618201804079
1,15,34,282,10000,20.6913218796609
1,15,12,282,10000,4.084425013463228
1,15,28,282,10000,78.94154027493975
1,15,26,282,10000,791.4038881271417
1,15,22,282,10000,689.2593058357899
1,15,24,282,10000,855.9310084606183
1,15,20,282,10000,1120.050831136101
1,15,18,282,10000,194.70491316797768
1,15,18,282,10000,46.67844162082626
1,15,48,282,10000,336.0326567226508
1,15,48,282,10000,193.61788111809443
1,15,48,282,10000,5.610025500230045
1,15,41,282,10000,414.99074745094026
1,15,41,282,10000,391.7426935422436
1,15,41,282,10000,204.94584983503375
1,15,31,282,10000,448.263477036816
1,15,47,282,10000,102.8325019370677
1,15,95,282,10000,226.23681068930324
1,15,128,282,10000,879.5467376462112
1,15,63,282,10000,461.20728545350465
1,15,12,282,10000,1114.9555347754267
1,15,46,282,10000,1028.7623965883176
1,15,47,282,10000,1131.3671053642672
1,15,59,282,10000,824.4110986719694
1,16,18,282,10000,3.8958189109636145
1,16,34,282,10000,32.19076633028173
1,16,12,282,10000,283.09767936149456
1,16,11,282,10000,290.3772660964553
1,16,28,282,10000,152.7094099198601
1,16,26,282,10000,53.3658830430483
1,16,22,282,10000,54.20680816340249
1,16,24,282,10000,49.40477053433488
1,16,20,282,10000,34.498238522117205
1,16,18,282,10000,19.680020863915423
1,16,18,282,10000,57.39582727032935
1,16,48,282,10000,11.613578997038289
1,16,48,282,10000,48.81502493330095
1,16,48,282,10000,203.27576062095943
1,16,41,282,10000,1.1431723693234597
1,16,41,282,10000,284.0865309252204
1,16,41,282,10000,80.17177712167742
1,16,31,282,10000,82.72961677996558
1,16,47,282,10000,63.12633388184735
1,16,95,282,10000,340.1689904184743
1,16,128,282,10000,360.19161433487255
1,16,63,282,10000,92.61433417042757
1,16,12,282,10000,306.1417401162955
1,16,46,282,10000,60.675613989395
1,16,47,282,10000,33.02602399632139
1,16,59,282,10000,300.4220416881908
1,17,18,282,10000,243.88098303214147
1,17,34,282,10000,883.6634147819909
1,17,12,282,10000,890.8405841523681
1,17,28,282,10000,1183.8420748595458
1,17,26,282,10000,868.582819293191
1,17,22,282,10000,158.50112585849698
1,17,24,282,10000,3007.1590909310394
1,17,20,282,10000,1872.7018254563327
1,17,18,282,10000,1793.5405093723725
1,17,48,282,10000,725.6410166741963
1,17,48,282,10000,48.613083748744366
1,17,48,282,10000,414.2183278945208
1,17,41,282,10000,266.5954910590909
1,17,41,282,10000,298.5229538330036
1,17,31,282,10000,499.69911720667443
1,17,47,282,10000,19.836252874524554
1,17,95,282,10000,844.3321728894407
1,17,128,282,10000,5556.98117062653
1,17,63,282,10000,1231.779771287525
1,17,12,282,10000,2175.793088285968
1,17,46,282,10000,2292.964939500998
2,7,95,277,10000,46.66473087049029
2,7,63,277,10000,596.0218258820071
2,7,46,277,10000,460.15171251678123
2,7,47,277,10000,303.4392768292662
2,7,59,277,10000,215.03362622469692
2,7,18,277,10000,6.3825898204039095
2,7,22,277,10000,57.00791524048401
2,7,24,277,10000,450.98824206568185
2,7,20,277,10000,14.948918498790158
2,7,18,277,10000,87.08987756202656
2,7,12,277,10000,72.94997803446049
2,7,34,277,10000,15.579226612424069
2,7,11,277,10000,60.87781036914641
2,7,28,277,10000,7.036748761652775
2,7,47,277,10000,189.8825099451393
2,7,41,277,10000,1091.609366900193
2,7,41,277,10000,461.1072218006556
2,7,48,277,10000,214.2480403517578
2,7,48,277,10000,131.00500119434292
2,8,18,277,10000,149.55199403107534
2,8,34,277,10000,29.50747282040436
2,8,11,277,10000,64.59787225897308
2,8,28,277,10000,892.5139971914929
2,8,26,277,10000,385.4768485582328
2,8,22,277,10000,155.65434656843678
2,8,24,277,10000,79.27694256321365
2,8,20,277,10000,1035.3788237949368
2,8,48,277,10000,57.19077592575434
2,8,48,277,10000,374.17687594912866
2,8,48,277,10000,409.1596582054435
2,8,41,277,10000,249.37822289978945
2,8,41,277,10000,48.889374143504625
2,8,41,277,10000,2.733411285026847
2,8,47,277,10000,182.8972557631147
2,8,95,277,10000,302.47886209042974
2,8,128,277,10000,1396.9406120579572
2,8,63,277,10000,2210.4192584502875
2,8,12,277,10000,872.2258870685334
2,8,47,277,10000,1556.283977073313
2,8,59,277,10000,2546.669187146888
2,9,18,277,10000,55.230236359946694
2,9,34,277,10000,187.15864974549623
2,9,12,277,10000,7.217580510350545
2,9,28,277,10000,123.4610463893656
2,9,26,277,10000,183.46339056973937
2,9,22,277,10000,152.62401549469627
2,9,24,277,10000,452.463861155143
2,9,20,277,10000,39.27970181339869
2,9,18,277,10000,486.90563307091736
2,9,18,277,10000,525.7765192154671
2,9,48,277,10000,312.3448347199597
2,9,48,277,10000,104.71759280650281
2,9,48,277,10000,163.187453588344
2,9,41,277,10000,229.40909974070576
2,9,41,277,10000,161.12841533162077
2,9,41,277,10000,493.1452228170093
2,9,31,277,10000,625.471209004385
2,9,47,277,10000,379.0992427082547
2,9,95,277,10000,423.465545053675
2,9,128,277,10000,392.37818709946407
2,9,63,277,10000,827.5899103899023
2,9,12,277,10000,638.880614955711
2,9,46,277,10000,501.7242747998244
2,9,47,277,10000,243.18962142950355
2,9,59,277,10000,508.1754994958304
2,10,18,277,10000,164.50517619767848
2,10,34,277,10000,337.5541300922372
2,10,12,277,10000,149.35217334941737
2,10,11,277,10000,445.79621560712064
2,10,28,277,10000,165.03419603479463
2,10,26,277,10000,425.6442268550705
2,10,22,277,10000,135.99109474623535
2,10,24,277,10000,639.9854818016764
2,10,20,277,10000,65.2835331136566
2,10,18,277,10000,33.4098072406683
2,10,18,277,10000,227.15586759332868
2,10,48,277,10000,15.346666042595048
2,10,48,277,10000,248.86022195225488
2,10,48,277,10000,378.4740649888163
2,10,41,277,10000,178.9030438620825
2,10,41,277,10000,34.73568259913685
2,10,41,277,10000,112.58902083805779
2,10,31,277,10000,269.2386809223655
2,10,47,277,10000,23.660040008496402
2,10,95,277,10000,261.8300028235129
2,10,128,277,10000,370.90538118808036
2,10,63,277,10000,308.5838382706096
2,10,12,277,10000,421.28464557056645
2,10,46,277,10000,337.490618057794
2,10,47,277,10000,241.47057576247371
2,10,59,277,10000,375.0066121879693
2,11,18,278,10000,150.42778811945607
2,11,34,278,10000,500.11602313797323
2,11,12,278,10000,4.58450014563784
2,11,11,278,10000,241.78425040113822
2,11,28,278,10000,230.06068606186682
2,11,26,278,10000,11.04150981479411
2,11,22,278,10000,468.67705754959695
2,11,24,278,10000,0.484076936857397
2,11,20,278,10000,544.7463919107156
2,11,18,278,10000,2049.165755151173
2,11,18,278,10000,1262.1511033407398
2,11,48,278,10000,184.3020093296867
2,11,48,278,10000,709.8901030484537
2,11,48,278,10000,1630.1579067171542
2,11,41,278,10000,1739.076885900736
2,11,41,278,10000,82.42860777537346
2,11,41,278,10000,459.87460897673867
2,11,31,278,10000,482.7676559444229
2,11,47,278,10000,187.5780953387952
2,11,95,278,10000,378.8811365952022
2,11,128,278,10000,227.8969631102178
2,11,63,278,10000,449.95549697261185
2,11,12,278,10000,11.57471148843283
2,11,46,278,10000,37.34844391958474
2,11,47,278,10000,303.4651608959391
2,11,59,278,10000,511.4542062423454
2,12,18,277,10000,3.7000415815283954
2,12,34,277,10000,29.962578707098647
2,12,12,277,10000,140.1036587951302
2,12,11,277,10000,386.46803732122856
2,12,28,277,10000,9.143407755308179
2,12,26,277,10000,155.19276158925226
2,12,22,277,10000,115.45709175297907
2,12,24,277,10000,314.01788277022865
2,12,20,277,10000,9.153751815874601
2,12,18,277,10000,152.8637248695106
2,12,18,277,10000,335.58518671467203
2,12,48,277,10000,14.031488425101623
2,12,48,277,10000,233.12626156799934
2,12,48,277,10000,142.70461660288362
2,12,41,277,10000,7.844666298937325
2,12,41,277,10000,282.1857154688227
2,12,41,277,10000,33.90492920501051
2,12,31,277,10000,18.817555489948393
2,12,47,277,10000,10.960813608606557
2,12,95,277,10000,157.61738451616984
2,12,128,277,10000,493.28749905096305
2,12,63,277,10000,775.1064949907872
2,12,12,277,10000,1067.9122681286403
2,12,46,277,10000,1061.0767797038673
2,12,47,277,10000,826.219269862566
2,12,59,277,10000,89.80216823944588
2,13,18,277,10000,69.61029977311647
